IRUC;DEPARTAMENTO;PROVINCIA;DISTRITO;Sexo;Cargo Informante;Cargo Informante otro;DESC_CIIU;Año funcionamiento;Empresa actualmente;Nivel ventas;Porcentaje;Capacidad operativa 2do trimestre;Modalidad ventas segundo trimentre;Disminución de la demanda de sus productos o servicios;Paralización de la producción a causa de la pandemia;Dificultad en la exportación de sus productos;Desabastecimiento de materias primas e insumos del mercado nacional;Desabastecimiento de materias primas e insumos del extranjero;Disminución de la inversión en maquinaria y equipos;Retraso en el pago de facturas;Retraso en el cobro de facturas;Enfermedad de trabajadores por el COVID-19;Pérdida de capital de trabajo;Altos costos para implementar planes de seguridad;¿Otro?;¿Otro? (Especifique);NO TUVO PROBLEMAS;¿Qué porcentaje de trabajadores laboró en la empresa en el segundo trimestre 2020 (Abril-Mayo-Junio); ¿Cuáles son las modalidades que ha adoptado la empresa para las labores de sus trabajadores?;TAMANO_EMPRESA
155156;LIMA;LIMA;SAN ISIDRO;1;Administrador/a;;Construcción de edificios;2016;Operativa;Se mantiene;;De 41 a 60%;Por otra modalidad;0;0;0;0;0;0;0;0;0;0;0;1;ATRASO EN LAS ACTIVIDADES DE CAMPO -  ASESORIA;0;De 61 a 80%;Trabajo mixto;Mediana empresa
155157;LIMA;LIMA;SAN MIGUEL;2;Otro;ASISTENTE OPERATIVO;Otras actividades de apoyo al transporte;2017;Operativa;Disminuyó;40;De 81 a 100%;Solo de forma presencial;1;0;0;0;0;0;1;1;0;0;1;0;;0;De 81 a 100%;Trabajo mixto;Mediana empresa
155158;LIMA;LIMA;LA VICTORIA;2;Administrador/a;;Fabricación de prendas de vestir, excepto prendas de piel;2015;Parcialmente operativa;Disminuyó;90;Hasta 20%;Solo de forma presencial;1;1;0;0;0;0;1;0;0;1;1;0;;0;De 41 a 60%;Solo trabajo presencial;Mediana empresa
155159;LIMA;LIMA;MIRAFLORES;2;Otro;SUPERVISOR(A);Venta al por mayor de otros enseres domésticos;2016;Operativa;Disminuyó;60;Hasta 20%;Solo a traves de delivery;1;1;0;1;0;1;1;1;0;1;1;0;;0;Hasta 20%;Solo trabajo remoto;Mediana empresa
155160;LIMA;LIMA;SAN ISIDRO;2;Otro;JEFE DE ESTRATEGIA Y MEJORA CONTINUA;Elaboración y conservación de pescado, crustáceos y moluscos;2016;Operativa;NO REALIO VENTAS;;Hasta 20%;;0;0;0;0;0;0;0;0;0;0;0;0;;1;Hasta 20%;Solo trabajo remoto;Micro empresa
155161;LIMA;LIMA;BREÑA;1;Gerente/a general;;Impresión;2016;Operativa;Disminuyó;50;Hasta 20%;Solo de forma presencial;1;1;0;0;0;0;0;1;0;0;0;0;;0;Hasta 20%;Solo trabajo presencial;Mediana empresa
155162;CALLAO;CALLAO;CALLAO;2;Contador/a;;Transporte de carga por carretera;2016;Operativa;Disminuyó;30;De 41 a 60%;Solo de forma presencial;1;1;0;1;0;0;1;1;0;1;1;0;;0;Hasta 20%;Solo trabajo presencial;Mediana empresa
155163;LIMA;LIMA;LOS OLIVOS;2;Propietario/a;;Construcción de edificios;2015;Inoperativa;;;;;;;;;;;;;;;;;;;;;Pequeña empresa
155164;LIMA;LIMA;SANTA ANITA;1;Administrador/a;;Publicidad;2016;Parcialmente operativa;Disminuyó;41;De 21 a 40%;Presencial y delivery;1;0;0;0;0;0;0;0;0;0;0;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
155165;LIMA;LIMA;PUENTE PIEDRA;1;Contador/a;;Elaboración de productos de panadería;2016;Parcialmente operativa;NO REALIO VENTAS;;Hasta 20%;;0;1;0;0;0;0;1;1;1;0;0;0;;0;Hasta 20%;Trabajo mixto;Pequeña empresa
155166;CALLAO;CALLAO;CALLAO;2;Gerente/a general;;Venta al por menor de combustibles para vehículos automotores en comercios especializados;2017;Operativa;Disminuyó;40;De 41 a 60%;Solo de forma presencial;1;0;0;0;0;0;1;1;0;0;1;0;;0;De 41 a 60%;Solo trabajo presencial;Pequeña empresa
155167;LIMA;LIMA;MIRAFLORES;2;Contador/a;;Extracción de otros minerales metalíferos no ferrosos;2015;Parcialmente operativa;Disminuyó;80;De 21 a 40%;Por otra modalidad;0;0;0;1;0;0;1;0;0;1;1;1;TRASLADO DE PERSONAL;0;De 21 a 40%;Trabajo mixto;Pequeña empresa
155168;LIMA;LIMA;SANTA ANITA;2;Gerente/a general;;Construcción de edificios;2016;Operativa;Disminuyó;25;De 41 a 60%;Solo de forma presencial;1;0;0;0;0;0;0;0;0;1;0;0;;0;De 81 a 100%;Solo trabajo presencial;Gran empresa
155169;LIMA;LIMA;VILLA EL SALVADOR;2;Contador/a;;Transporte de carga por carretera;2015;Inoperativa;;;;;;;;;;;;;;;;;;;;;Mediana empresa
155170;LIMA;LIMA;SURQUILLO;1;Otro;ASISTENTE(A) ADMINISTRATIVO;Consultoría de informática y de gestión de instalaciones informáticas;2015;Operativa;Disminuyó;40;De 61 a 80%;Presencial y delivery;1;0;0;0;0;0;0;0;0;1;0;0;;0;De 41 a 60%;Solo trabajo remoto;Mediana empresa
155171;LIMA;LIMA;SAN ISIDRO;1;Otro;ASISTENTE(A) CONTABLE;Actividades inmobiliarias realizadas con bienes propios o arrendados;2015;Parcialmente operativa;NO REALIO VENTAS;;Hasta 20%;;0;1;0;0;0;0;0;0;0;0;0;0;;0;Hasta 20%;Solo trabajo remoto;Pequeña empresa
155172;LIMA;LIMA;MIRAFLORES;2;Administrador/a;;Fabricación de productos metálicos para uso estructural;2000;Inoperativa;;;;;;;;;;;;;;;;;;;;;Mediana empresa
155173;LIMA;LIMA;SAN MARTIN DE PORRES;2;Contador/a;;Construcción de edificios;2017;Inoperativa;NO REALIO VENTAS;;Hasta 20%;;1;1;0;1;0;1;1;1;0;1;1;0;;0;Hasta 20%;Solo trabajo remoto;Mediana empresa
155174;LIMA;LIMA;LA VICTORIA;1;Administrador/a;;Transporte de carga por carretera;2000;Operativa;Disminuyó;30;De 81 a 100%;Solo online;1;0;0;0;0;0;0;0;0;0;0;0;;0;De 81 a 100%;Trabajo mixto;Mediana empresa
155175;LIMA;LIMA;LINCE;1;Otro;ASISTENTE(A) CONTABLE;Actividades de restaurantes y de servicio móvil de comidas;2015;Parcialmente operativa;Disminuyó;50;De 41 a 60%;Solo a traves de delivery;1;1;0;0;0;1;1;1;1;1;1;0;;0;De 21 a 40%;Solo trabajo presencial;Pequeña empresa
155176;LIMA;LIMA;MIRAFLORES;1;Otro;DIRECTOR GENERAL;Actividades de agencias de viajes;2015;Parcialmente operativa;NO REALIO VENTAS;;Hasta 20%;;1;0;0;0;0;0;0;1;0;1;1;0;;0;De 81 a 100%;Solo trabajo remoto;Pequeña empresa
155177;LIMA;LIMA;SANTA ANITA;1;Gerente/a general;;Venta al por mayor de alimentos, bebidas y tabaco;2016;Operativa;Se mantiene;;De 81 a 100%;Solo de forma presencial;0;0;0;0;0;0;0;1;0;0;1;0;;0;De 81 a 100%;Solo trabajo presencial;Pequeña empresa
155178;LIMA;LIMA;JESUS MARIA;1;Contador/a;;Actividades de restaurantes y de servicio móvil de comidas;2015;Parcialmente operativa;Disminuyó;50;De 41 a 60%;Solo a traves de delivery;1;1;0;0;0;0;1;1;1;1;1;0;;0;De 21 a 40%;Trabajo mixto;Mediana empresa
155179;LIMA;LIMA;SAN JUAN DE MIRAFLORES;1;Otro;SECRETRAIA RECURSOS HUMANOS;Actividades de restaurantes y de servicio móvil de comidas;2010;Parcialmente operativa;NO REALIO VENTAS;;Hasta 20%;;1;0;0;0;0;0;0;0;0;0;0;0;;0;Hasta 20%;Solo trabajo presencial;Mediana empresa
155180;LIMA;LIMA;SAN ISIDRO;1;Gerente/a general;;Otras actividades de apoyo al transporte;2015;Operativa;Disminuyó;75;De 21 a 40%;Presencial y delivery;1;0;0;0;0;0;1;0;0;1;1;0;;0;De 81 a 100%;Solo trabajo remoto;Mediana empresa
155181;LIMA;LIMA;SAN ISIDRO;2;Gerente/a general;;Alquiler y arrendamiento de vehículos automotores;2015;Parcialmente operativa;Disminuyó;70;Hasta 20%;Solo online;1;1;0;1;1;1;1;1;0;1;1;0;;0;De 21 a 40%;Trabajo mixto;Pequeña empresa
155182;LIMA;LIMA;BARRANCO;2;Otro;APODERADO(A);Construcción de edificios;2015;Operativa;Se mantiene;;De 41 a 60%;Presencial y delivery;1;0;0;0;0;0;0;1;0;0;0;0;;0;De 81 a 100%;Trabajo mixto;Pequeña empresa
155183;LIMA;LIMA;BARRANCO;1;Otro;ASISTENTE(A) CONTABLE;Actividades de restaurantes y de servicio móvil de comidas;2000;Parcialmente operativa;Disminuyó;50;De 41 a 60%;Solo a traves de delivery;1;1;0;0;0;1;1;1;0;0;1;0;;0;Hasta 20%;Solo trabajo presencial;Pequeña empresa
155184;LIMA;LIMA;MIRAFLORES;2;Otro;APODERADO(A);Explotación de otras minas y canteras n.c.p.;2015;Parcialmente operativa;Disminuyó;70;De 61 a 80%;Solo online;0;1;0;1;0;0;0;1;0;1;1;0;;0;De 61 a 80%;Trabajo mixto;Pequeña empresa
155185;LIMA;LIMA;MIRAFLORES;2;Propietario/a;;Otras actividades de telecomunicación;2015;Parcialmente operativa;Disminuyó;50;Hasta 20%;Presencial y delivery;1;0;0;0;0;0;1;1;0;1;0;1;SUSPENDIERON SERVICIOS YA CONTRATADOS;0;Hasta 20%;Solo trabajo remoto;Mediana empresa
155186;LIMA;LIMA;SAN MARTIN DE PORRES;2;Gerente/a general;;Otras actividades de apoyo al transporte;2012;Parcialmente operativa;Disminuyó;50;De 41 a 60%;Solo de forma presencial;1;0;0;0;0;1;1;1;1;1;1;0;;0;De 41 a 60%;Trabajo mixto;Pequeña empresa
155187;LIMA;LIMA;MIRAFLORES;1;Otro;APODERADO(A);Actividades de agencias de viajes;2014;Inoperativa;NO REALIO VENTAS;;Hasta 20%;;0;1;0;0;0;0;1;1;0;1;0;0;;0;Hasta 20%;Solo trabajo remoto;Pequeña empresa
155188;LIMA;LIMA;SURQUILLO;1;Contador/a;;Venta de vehículos automotores;2014;Inoperativa;;;;;;;;;;;;;;;;;;;;;Pequeña empresa
155189;LIMA;LIMA;SURQUILLO;2;Otro;JEFE DE PROCESOS ADMINISTRATIVOS;Actividades de seguridad privada;2017;Parcialmente operativa;Disminuyó;80;Hasta 20%;Solo de forma presencial;1;1;0;0;0;0;1;1;1;1;1;0;;0;De 21 a 40%;Trabajo mixto;Pequeña empresa
155190;LIMA;LIMA;LA VICTORIA;2;Administrador/a;;Actividades de alojamiento para estancias cortas;1991;Parcialmente operativa;Disminuyó;90;Hasta 20%;Por otra modalidad;1;1;0;1;0;0;1;0;0;1;0;0;;0;Hasta 20%;Trabajo mixto;Mediana empresa
155191;LIMA;LIMA;SANTA ANITA;1;Gerente/a general;;Otras actividades de venta al por menor no realizadas en comercios, puestos de venta o mercados;2014;Parcialmente operativa;Disminuyó;40;De 41 a 60%;Solo de forma presencial;1;0;0;0;0;0;0;0;0;1;1;0;;0;De 41 a 60%;Trabajo mixto;Micro empresa
155192;LIMA;LIMA;CARABAYLLO;2;Gerente/a general;;Transporte de carga por carretera;2014;Parcialmente operativa;NO REALIO VENTAS;;Hasta 20%;;0;1;0;0;0;0;1;1;0;1;1;0;;0;Hasta 20%;Solo trabajo presencial;Mediana empresa
155193;LIMA;LIMA;LIMA;1;Administrador/a;;Venta al por mayor no especializada;2010;Operativa;Disminuyó;75;Hasta 20%;Presencial y delivery;1;0;0;0;0;0;1;1;0;0;0;0;;0;De 21 a 40%;Trabajo mixto;Mediana empresa
155194;LIMA;LIMA;JESUS MARIA;2;Gerente/a general;;Actividades de servicios relacionadas con la impresión;2014;Parcialmente operativa;Disminuyó;30;Hasta 20%;Solo a traves de delivery;1;1;0;0;0;0;0;0;0;0;1;0;;0;Hasta 20%;Trabajo mixto;Mediana empresa
155195;LIMA;LIMA;SANTA ANITA;1;Otro;SUB CONTADORA;Fabricación de productos de plástico;2015;Operativa;Disminuyó;28;De 61 a 80%;Solo a traves de delivery;0;0;1;0;0;0;0;1;0;0;0;0;;0;De 61 a 80%;Trabajo mixto;Pequeña empresa
155196;LIMA;LIMA;SANTIAGO DE SURCO;2;Contador/a;;Construcción de edificios;2014;Inoperativa;;;;;;;;;;;;;;;;;;;;;Micro empresa
155197;LIMA;LIMA;SANTIAGO DE SURCO;2;Administrador/a;;Venta al por mayor no especializada;2013;Operativa;Disminuyó;50;De 81 a 100%;Presencial y delivery;1;0;0;0;0;0;0;0;1;0;0;0;;0;De 81 a 100%;Solo trabajo remoto;Pequeña empresa
155198;LIMA;LIMA;SAN ISIDRO;2;Contador/a;;Otras actividades de servicios financieros, excepto las de seguros y fondos de pensiones n.c.p.;2014;Inoperativa;;;;;;;;;;;;;;;;;;;;;Pequeña empresa
155199;LIMA;LIMA;INDEPENDENCIA;1;Otro;SUB CONTADORA;Otras actividades de servicios personales n.c.p.;2013;Parcialmente operativa;Disminuyó;60;De 21 a 40%;Presencial y delivery;1;1;0;0;0;0;1;1;1;0;1;0;;0;De 21 a 40%;Solo trabajo remoto;Pequeña empresa
155200;LIMA;LIMA;CHORRILLOS;2;Otro;JEFE DE INSTRUMENTOS;Venta al por mayor no especializada;2014;Parcialmente operativa;Disminuyó;60;Hasta 20%;Solo a traves de delivery;1;1;1;0;0;1;1;1;0;1;1;0;;0;Hasta 20%;Trabajo mixto;Mediana empresa
155201;LIMA;LIMA;SAN LUIS;2;Propietario/a;;Construcción de edificios;2013;Operativa;NO REALIO VENTAS;;Hasta 20%;;1;1;0;0;0;1;1;1;0;0;1;0;;0;Hasta 20%;Solo trabajo remoto;Pequeña empresa
155202;LIMA;LIMA;LOS OLIVOS;1;Gerente/a general;;Transporte de carga por carretera;2013;Parcialmente operativa;Disminuyó;80;Hasta 20%;Solo de forma presencial;1;1;0;0;0;0;1;1;0;0;1;0;;0;Hasta 20%;Trabajo mixto;Pequeña empresa
155203;LIMA;LIMA;MIRAFLORES;2;Gerente/a general;;Fabricación de productos metálicos para uso estructural;2012;Operativa;Se mantiene;;De 21 a 40%;Por otra modalidad;0;0;0;0;0;0;1;1;1;0;1;0;;0;De 21 a 40%;Trabajo mixto;Pequeña empresa
155204;LIMA;LIMA;LA VICTORIA;2;Gerente/a general;;Venta al por mayor de productos textiles, prendas de vestir y calzado;2010;Operativa;NO REALIO VENTAS;;Hasta 20%;;1;1;1;0;0;0;1;1;0;0;0;0;;0;Hasta 20%;Solo trabajo remoto;Pequeña empresa
155205;LIMA;LIMA;LIMA;2;Gerente/a general;;Construcción de edificios;2013;Inoperativa;;;;;;;;;;;;;;;;;;;;;Mediana empresa
155206;LIMA;LIMA;LINCE;1;Contador/a;;Otras actividades de tecnología de la información y servicios informáticos;2013;Operativa;Disminuyó;30;De 81 a 100%;Solo a traves de delivery;1;0;0;1;1;0;1;1;0;0;0;0;;0;De 61 a 80%;Trabajo mixto;Pequeña empresa
155207;LIMA;LIMA;LIMA;1;Otro;ASISTENTE(A) CONTABLE;Otras actividades de atención de la salud humana;2016;Parcialmente operativa;NO REALIO VENTAS;;Hasta 20%;;1;1;0;0;0;1;0;1;0;1;1;0;;0;Hasta 20%;Solo trabajo remoto;Pequeña empresa
155208;LIMA;LIMA;MIRAFLORES;2;Gerente/a general;;Construcción de edificios;2013;Inoperativa;;;;;;;;;;;;;;;;;;;;;Mediana empresa
155209;LIMA;LIMA;SANTIAGO DE SURCO;1;Propietario/a;;Actividades de médicos y odontólogos;2011;Parcialmente operativa;Disminuyó;70;Hasta 20%;Solo online;1;1;0;1;0;0;0;0;0;0;1;0;;0;De 81 a 100%;Trabajo mixto;Gran empresa
155210;LIMA;LIMA;SANTA ANITA;2;Otro;OPERACIONES;Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería;2013;Inoperativa;NO REALIO VENTAS;;Hasta 20%;;1;0;0;0;0;0;0;0;0;1;1;0;;0;Hasta 20%;Solo trabajo remoto;Gran empresa
155211;LIMA;LIMA;SANTIAGO DE SURCO;1;Otro;JEFE DE GESTION DE DESARROLLO HUMANO;Actividades de restaurantes y de servicio móvil de comidas;2013;Parcialmente operativa;Disminuyó;90;Hasta 20%;Solo a traves de delivery;0;1;0;0;0;0;1;1;1;1;1;0;;0;Hasta 20%;Trabajo mixto;Pequeña empresa
155212;LIMA;LIMA;PUENTE PIEDRA;2;Otro;APODERADO;Transporte de carga por carretera;2014;Parcialmente operativa;Disminuyó;90;Hasta 20%;Solo de forma presencial;1;0;0;0;0;0;1;0;0;1;0;1;PAGO DE ALQUILERES EN VARIOS PUNTOS DEL PAIS;0;Hasta 20%;Solo trabajo presencial;Pequeña empresa
155213;LIMA;LIMA;LA MOLINA;1;Otro;RECEPCIONISTA;Actividades de restaurantes y de servicio móvil de comidas;2013;Inoperativa;;;;;;;;;;;;;;;;;;;;;Pequeña empresa
155214;LIMA;LIMA;MIRAFLORES;2;Otro;ASISTENTE(A) CONTABLE;Actividades inmobiliarias realizadas con bienes propios o arrendados;2012;Parcialmente operativa;Disminuyó;30;Hasta 20%;Solo online;1;0;0;0;0;0;1;1;0;0;0;0;;0;Hasta 20%;Trabajo mixto;Mediana empresa
155215;LIMA;LIMA;LIMA;2;Administrador/a;;Venta al por mayor de productos textiles, prendas de vestir y calzado;2012;Inoperativa;;;;;;;;;;;;;;;;;;;;;Gran empresa
155216;LIMA;LIMA;JESUS MARIA;2;Gerente/a general;;Otras actividades de venta al por menor no realizadas en comercios, puestos de venta o mercados;2013;Operativa;Se mantiene;;De 81 a 100%;Por otra modalidad;0;0;0;0;0;0;0;0;0;0;0;0;;1;De 81 a 100%;Solo trabajo presencial;Gran empresa
155217;CALLAO;CALLAO;CALLAO;1;Contador/a;;Construcción de edificios;2013;Operativa;Se mantiene;;De 41 a 60%;Por otra modalidad;1;0;0;0;0;0;0;0;0;0;0;0;;0;De 21 a 40%;Trabajo mixto;Mediana empresa
155218;LIMA;LIMA;MAGDALENA DEL MAR;1;Otro;GERENTE DE NEGOCIOS;Otras actividades de servicios de apoyo a las empresas n.c.p.;2013;Parcialmente operativa;Disminuyó;28;De 41 a 60%;Solo de forma presencial;1;0;0;1;0;0;1;1;1;0;1;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
155219;LIMA;LIMA;MIRAFLORES;1;Contador/a;;Elaboración de comidas y platos preparados;2012;Inoperativa;;;;;;;;;;;;;;;;;;;;;Gran empresa
155220;LIMA;LIMA;MIRAFLORES;1;Administrador/a;;Otras actividades de servicios de apoyo a las empresas n.c.p.;2012;Operativa;Disminuyó;50;De 61 a 80%;Presencial y delivery;1;0;0;0;0;1;1;1;1;1;1;0;;0;De 81 a 100%;Solo trabajo remoto;Pequeña empresa
155221;LIMA;LIMA;SANTIAGO DE SURCO;2;Contador/a;;Venta de partes, piezas y accesorios para vehículos automotores;2012;Parcialmente operativa;Disminuyó;40;De 41 a 60%;Solo online;1;0;0;0;0;0;0;1;1;0;1;0;;0;De 21 a 40%;Trabajo mixto;Pequeña empresa
155222;LIMA;LIMA;MIRAFLORES;2;Gerente/a general;;Construcción de edificios;2011;Parcialmente operativa;Disminuyó;50;De 21 a 40%;Presencial y delivery;1;0;0;0;0;0;0;0;0;0;1;0;;0;De 41 a 60%;Solo trabajo remoto;Pequeña empresa
155223;LIMA;LIMA;LOS OLIVOS;2;Administrador/a;;Actividades de otras asociaciones n.c.p.;2012;Parcialmente operativa;Disminuyó;80;De 21 a 40%;Solo online;1;1;0;0;0;0;0;1;0;0;1;0;;0;De 41 a 60%;Solo trabajo remoto;Gran empresa
155224;LIMA;LIMA;MAGDALENA DEL MAR;2;Propietario/a;;Actividades de agencias de viajes;2012;Inoperativa;NO REALIO VENTAS;;Hasta 20%;;1;0;0;0;0;0;1;1;0;1;0;0;;0;Hasta 20%;Solo trabajo remoto;Gran empresa
155225;LIMA;LIMA;CHORRILLOS;2;Contador/a;;Transporte de carga por carretera;2012;Parcialmente operativa;NO REALIO VENTAS;;De 21 a 40%;;1;0;0;0;0;0;1;1;0;1;0;0;;0;Hasta 20%;Trabajo mixto;Mediana empresa
155226;LIMA;LIMA;MAGDALENA DEL MAR;1;Contador/a;;Venta al por mayor no especializada;2012;Inoperativa;;;;;;;;;;;;;;;;;;;;;Mediana empresa
155227;LIMA;LIMA;MIRAFLORES;2;Propietario/a;;Edición de libros;2012;Inoperativa;;;;;;;;;;;;;;;;;;;;;Gran empresa
155228;LIMA;LIMA;SANTIAGO DE SURCO;2;Otro;SUB CONTADOR;Venta al por menor de prendas de vestir, calzado y artículos de cuero en comercios especializados;2012;Operativa;NO REALIO VENTAS;;Hasta 20%;;1;0;0;0;0;1;1;0;0;1;1;0;;0;Hasta 20%;Solo trabajo remoto;Micro empresa
155229;LIMA;LIMA;SAN ISIDRO;2;Gerente/a general;;Fabricación de otros productos químicos n.c.p.;2013;Operativa;Se mantiene;;Hasta 20%;Solo de forma presencial;1;0;1;0;0;0;1;1;0;0;0;0;;0;De 81 a 100%;Solo trabajo remoto;Mediana empresa
155230;LIMA;LIMA;SANTIAGO DE SURCO;1;Otro;ASISTENTE(A) ADMINISTRATIVO;Enseñanza secundaria de formación general;2012;Parcialmente operativa;Disminuyó;95;De 41 a 60%;Presencial y delivery;1;0;0;0;0;0;0;0;0;1;0;0;;0;De 81 a 100%;Solo trabajo remoto;Gran empresa
155231;LIMA;LIMA;MAGDALENA DEL MAR;2;Gerente/a general;;Otras actividades de servicios de apoyo a las empresas n.c.p.;2012;Parcialmente operativa;Disminuyó;40;De 21 a 40%;Por otra modalidad;1;0;0;1;1;1;0;0;1;1;1;0;;0;De 41 a 60%;Trabajo mixto;Pequeña empresa
155232;LIMA;LIMA;MIRAFLORES;2;Propietario/a;;Construcción de edificios;2012;Operativa;NO REALIO VENTAS;;De 61 a 80%;;1;0;0;0;0;0;0;0;0;0;1;1;CANCELACION DE SERVICIOS CONTRATADOS;0;De 61 a 80%;Trabajo mixto;Pequeña empresa
155233;LIMA;LIMA;SAN BORJA;2;Otro;JEFE RR. HH;Extracción de otros minerales metalíferos no ferrosos;2000;Parcialmente operativa;NO REALIO VENTAS;;Hasta 20%;;0;1;0;0;0;0;0;0;0;0;0;0;;0;Hasta 20%;Trabajo mixto;Micro empresa
155234;LIMA;LIMA;CIENEGUILLA;2;Otro;INGENIERO;Construcción de edificios;2012;Inoperativa;NO REALIO VENTAS;;Hasta 20%;;0;1;0;1;0;0;1;1;0;1;0;0;;0;De 21 a 40%;Solo trabajo remoto;Pequeña empresa
155235;LIMA;LIMA;MIRAFLORES;1;Otro;ANALISTA DE MARKETING;Otras actividades de servicios financieros, excepto las de seguros y fondos de pensiones n.c.p.;2011;Operativa;Se mantiene;;De 81 a 100%;Por otra modalidad;0;0;0;0;0;0;0;0;0;0;0;0;;1;De 81 a 100%;Trabajo mixto;Pequeña empresa
155236;LIMA;LIMA;SANTIAGO DE SURCO;2;Otro;ASESOR COMERCIAL;Otras actividades de venta al por menor no realizadas en comercios, puestos de venta o mercados;2012;Parcialmente operativa;Disminuyó;50;De 61 a 80%;Solo online;1;0;0;0;0;1;0;1;0;1;1;0;;0;De 81 a 100%;Trabajo mixto;Mediana empresa
155237;LIMA;LIMA;ATE;1;Contador/a;;Transporte de carga por carretera;2012;Inoperativa;;;;;;;;;;;;;;;;;;;;;Gran empresa
155238;LIMA;LIMA;LOS OLIVOS;2;Otro;JEFE DE OPERACIONES;Transporte de carga por carretera;2011;Parcialmente operativa;Disminuyó;32;De 21 a 40%;Por otra modalidad;1;0;0;0;0;1;1;1;1;1;1;0;;0;De 21 a 40%;Trabajo mixto;Mediana empresa
155239;LIMA;LIMA;RIMAC;1;Gerente/a general;;Otras actividades de servicios de apoyo a las empresas n.c.p.;2011;Operativa;Disminuyó;50;De 61 a 80%;Solo online;0;0;0;1;0;0;0;1;0;0;1;0;;0;De 61 a 80%;Trabajo mixto;Mediana empresa
155240;LIMA;LIMA;LA VICTORIA;2;Propietario/a;;Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica;2011;Parcialmente operativa;Disminuyó;95;Hasta 20%;Presencial y delivery;1;1;0;1;0;0;0;1;0;1;1;0;;0;Hasta 20%;Trabajo mixto;Pequeña empresa
155241;LIMA;LIMA;SAN MARTIN DE PORRES;2;Propietario/a;;Transporte de carga por carretera;2011;Parcialmente operativa;Disminuyó;30;De 21 a 40%;Solo de forma presencial;1;0;0;0;0;0;1;0;1;0;0;0;;0;De 41 a 60%;Trabajo mixto;Mediana empresa
155242;LIMA;LIMA;SAN JUAN DE LURIGANCHO;2;Propietario/a;;Otras actividades de servicios personales n.c.p.;2011;Parcialmente operativa;Disminuyó;80;Hasta 20%;Por otra modalidad;0;1;0;0;0;0;0;0;0;0;0;0;;0;Hasta 20%;Solo trabajo remoto;Mediana empresa
155243;LIMA;LIMA;SAN JUAN DE MIRAFLORES;1;Administrador/a;;Actividades inmobiliarias realizadas con bienes propios o arrendados;1990;Parcialmente operativa;Disminuyó;40;De 41 a 60%;Solo online;0;1;1;0;0;0;0;0;0;0;0;0;;0;De 21 a 40%;Solo trabajo presencial;Gran empresa
155244;LIMA;LIMA;SAN JUAN DE LURIGANCHO;2;Gerente/a general;;Construcción de edificios;2015;Parcialmente operativa;Disminuyó;70;Hasta 20%;Presencial y delivery;0;1;0;0;0;0;1;0;1;1;1;0;;0;Hasta 20%;Solo trabajo remoto;Mediana empresa
155245;LIMA;LIMA;SAN ISIDRO;2;Otro;GERENTE DE FINANZAS;Construcción de proyectos de servicio público;2010;Parcialmente operativa;Se mantiene;;De 41 a 60%;Presencial y delivery;0;1;0;0;0;0;0;0;0;0;0;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
155246;LIMA;LIMA;LURIGANCHO;2;Otro;REPRESENTANTE LEGAL;Transporte de carga por carretera;2010;Parcialmente operativa;Disminuyó;50;De 41 a 60%;Solo de forma presencial;1;1;0;0;0;1;1;1;0;1;1;0;;0;De 41 a 60%;Trabajo mixto;Pequeña empresa
155247;LIMA;LIMA;SAN JUAN DE LURIGANCHO;2;Gerente/a general;;Construcción de edificios;2010;Parcialmente operativa;NO REALIO VENTAS;;Hasta 20%;;1;0;0;0;0;0;0;0;0;1;1;0;;0;De 41 a 60%;Trabajo mixto;Mediana empresa
155248;LIMA;LIMA;LIMA;1;Gerente/a general;;Venta al por menor de prendas de vestir, calzado y artículos de cuero en comercios especializados;2010;Parcialmente operativa;Disminuyó;80;Hasta 20%;Presencial y delivery;0;1;0;0;0;0;1;1;0;0;0;0;;0;Hasta 20%;Solo trabajo remoto;Mediana empresa
155249;LIMA;LIMA;SANTIAGO DE SURCO;2;Gerente/a general;;"Tratamiento y revestimiento de metales; maquinado";2010;Parcialmente operativa;Disminuyó;70;De 21 a 40%;Presencial y delivery;1;0;0;0;0;1;1;1;0;0;1;0;;0;Hasta 20%;Solo trabajo remoto;Gran empresa
155250;LIMA;LIMA;COMAS;2;Gerente/a general;;Fabricación de muebles;2010;Parcialmente operativa;Disminuyó;80;Hasta 20%;Presencial y delivery;1;1;1;1;0;0;0;1;1;1;0;0;;0;Hasta 20%;Solo trabajo remoto;Gran empresa
155251;LIMA;LIMA;MIRAFLORES;2;Propietario/a;;Construcción de edificios;2012;Parcialmente operativa;NO REALIO VENTAS;;Hasta 20%;;0;0;0;0;0;0;0;0;0;1;0;0;;0;Hasta 20%;Trabajo mixto;Mediana empresa
155252;LIMA;LIMA;ATE;2;Gerente/a general;;Preparación del terreno;2010;Parcialmente operativa;NO REALIO VENTAS;;Hasta 20%;;1;1;0;1;0;0;1;1;0;1;1;0;;0;Hasta 20%;Trabajo mixto;Mediana empresa
