IRUC;DEPARTAMENTO;PROVINCIA;DISTRITO;Sexo;Cargo Informante;Cargo Informante otro;DESC_CIIU;Año funcionamiento;Empresa actualmente;Nivel ventas;Porcentaje;Capacidad operativa 2do trimestre;Modalidad ventas segundo trimentre;Disminución de la demanda de sus productos o servicios;Paralización de la producción a causa de la pandemia;Dificultad en la exportación de sus productos;Desabastecimiento de materias primas e insumos del mercado nacional;Desabastecimiento de materias primas e insumos del extranjero;Disminución de la inversión en maquinaria y equipos;Retraso en el pago de facturas;Retraso en el cobro de facturas;Enfermedad de trabajadores por el COVID-19;Pérdida de capital de trabajo;Altos costos para implementar planes de seguridad;¿Otro?;¿Otro? (Especifique);NO TUVO PROBLEMAS;¿Qué porcentaje de trabajadores laboró en la empresa en el segundo trimestre 2020 (Abril-Mayo-Junio); ¿Cuáles son las modalidades que ha adoptado la empresa para las labores de sus trabajadores?;TAMANO_EMPRESA
2632;LIMA;LIMA;SAN LUIS;1;Contador/a;;Fabricación de otros productos textiles n.c.p.;1997;Parcialmente operativa;Disminuyó;60;Hasta 20%;Solo a traves de delivery;1;1;0;1;1;0;0;1;1;0;1;0;;0;Hasta 20%;Trabajo mixto;Micro empresa
9839;CALLAO;CALLAO;CALLAO;2;Otro;SUB CONTADOR;Fundición de metales no ferrosos;1963;Parcialmente operativa;Disminuyó;40;De 41 a 60%;Presencial y delivery;1;1;1;1;0;0;0;0;0;0;0;0;;0;De 41 a 60%;Trabajo mixto;Micro empresa
9844;CALLAO;CALLAO;CALLAO;2;Contador/a;;Actividades de servicios vinculadas al transporte aéreo;1943;Parcialmente operativa;Disminuyó;87;Hasta 20%;Por otra modalidad;1;1;0;0;0;0;0;1;1;1;1;1;CIERRE DE AEROPUERTOS A NIVEL NACIONAL;0;De 41 a 60%;Trabajo mixto;Micro empresa
9873;CALLAO;CALLAO;CARMEN DE LA LEGUA REYNOSO;2;Contador/a;;Fabricación de muebles;1965;Parcialmente operativa;Disminuyó;50;De 21 a 40%;Presencial y delivery;1;1;0;0;0;0;1;1;1;0;1;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
9876;CALLAO;CALLAO;CALLAO;2;Contador/a;;Fundición de metales no ferrosos;1974;Parcialmente operativa;Disminuyó;20;De 41 a 60%;Solo a traves de delivery;1;0;1;0;0;0;0;0;0;0;0;0;;0;De 41 a 60%;Trabajo mixto;Micro empresa
9877;LIMA;LIMA;ATE;1;Otro;ANALISTA CONTABLE;Transporte de carga por carretera;1980;Parcialmente operativa;Disminuyó;70;Hasta 20%;Solo de forma presencial;1;0;0;0;0;0;0;0;0;0;0;0;;0;Hasta 20%;Solo trabajo presencial;Micro empresa
9887;LIMA;LIMA;LIMA;1;Otro;ANALISTA CONTABLE;Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico;1975;Operativa;Se mantiene;;De 61 a 80%;Solo de forma presencial;0;0;0;0;1;0;0;1;0;1;1;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
9890;CALLAO;CALLAO;CALLAO;1;Otro;GERENTE DE RECURSOS HUMANOS;Fabricación de partes, piezas y accesorios para vehículos automotores;1957;Operativa;Disminuyó;90;Hasta 20%;Presencial y delivery;1;1;1;1;1;1;1;1;1;1;1;0;;0;Hasta 20%;Trabajo mixto;Micro empresa
9892;LIMA;LIMA;LIMA;2;Otro;ASESOR LEGAL;Fabricación de motores, generadores y transformadores eléctricos y aparatos de distribución y control de la energía eléctrica;1954;Parcialmente operativa;NO REALIO VENTAS;;Hasta 20%;;1;1;1;1;1;1;1;1;0;1;1;0;;0;Hasta 20%;Solo trabajo remoto;Micro empresa
9914;LIMA;LIMA;SAN JUAN DE MIRAFLORES;2;Contador/a;;Generación, transmisión y distribución de energía eléctrica;1972;Operativa;Disminuyó;10;De 81 a 100%;Por otra modalidad;1;0;0;0;0;0;0;1;0;0;1;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
9926;LIMA;LIMA;LIMA;2;Contador/a;;Venta al por mayor no especializada;1986;Parcialmente operativa;Disminuyó;30;De 21 a 40%;Por otra modalidad;1;1;1;0;0;0;1;0;0;0;0;0;;0;De 21 a 40%;Solo trabajo presencial;Micro empresa
9934;LIMA;LIMA;LIMA;2;Otro;JEFE DE CONTABILIDAD;Elaboración de cacao y chocolate y de productos de confitería;1963;Operativa;Disminuyó;10;De 41 a 60%;Solo de forma presencial;1;0;0;0;0;0;0;0;0;0;0;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
9939;LIMA;LIMA;LIMA;2;Contador/a;;"Forja, prensado, estampado y laminado de metales; pulvimetalurgia";1950;Parcialmente operativa;Disminuyó;80;De 61 a 80%;Solo online;1;1;0;1;0;0;1;1;1;1;0;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
9944;LIMA;LIMA;SANTIAGO DE SURCO;2;Otro;GERENTE FINANCIERO;Procesamiento de datos, hospedaje y actividades conexas;1976;Operativa;Disminuyó;14;De 81 a 100%;Presencial y delivery;0;0;0;0;0;0;1;1;1;0;1;0;;0;De 81 a 100%;Solo trabajo remoto;Micro empresa
9945;CALLAO;CALLAO;CALLAO;1;Contador/a;;Transporte de carga por carretera;1939;Operativa;Disminuyó;29;De 61 a 80%;Solo online;1;0;0;0;0;0;0;1;1;0;1;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
9948;LIMA;LIMA;SAN ISIDRO;2;Contador/a;;Transporte de pasajeros por vía aérea;1963;Parcialmente operativa;Disminuyó;90;De 61 a 80%;Presencial y delivery;1;1;0;0;0;0;1;0;0;0;0;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
9957;LIMA;LIMA;SAN ISIDRO;2;Contador/a;;Construcción de carreteras y vías de ferrocarril;1986;Parcialmente operativa;Disminuyó;80;De 21 a 40%;Por otra modalidad;1;1;1;0;0;1;1;1;1;0;1;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
9987;LIMA;LIMA;LIMA;2;Contador/a;;Actividades de hospitales;1959;Parcialmente operativa;Disminuyó;28;De 21 a 40%;Solo online;1;0;0;0;0;0;1;1;1;1;1;0;;0;De 41 a 60%;Trabajo mixto;Micro empresa
9989;LIMA;LIMA;LA VICTORIA;1;Contador/a;;Transporte urbano y suburbano de pasajeros por vía terrestre;1980;Inoperativa;;;;;;;;;;;;;;;;;;;;;Mediana empresa
9990;CALLAO;CALLAO;CARMEN DE LA LEGUA REYNOSO;1;Contador/a;;Elaboración de aceites y grasas de origen vegetal y animal;1956;Operativa;Se mantiene;;De 61 a 80%;Solo online;1;0;1;0;0;1;0;1;1;1;1;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
10023;LIMA;LIMA;ATE;1;Gerente/a general;;Elaboración y conservación de carne;1972;Operativa;Disminuyó;39;De 41 a 60%;Solo online;1;0;0;1;1;0;0;1;1;1;1;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
10028;LIMA;LIMA;LURIN;2;Otro;JEFE IMPUESTO;Venta de vehículos automotores;1966;Parcialmente operativa;Disminuyó;60;De 21 a 40%;Solo online;1;1;0;0;1;1;1;1;0;0;0;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
10031;LIMA;LIMA;SAN BORJA;1;Contador/a;;Venta al por menor en comercios no especializados con predominio de la venta de alimentos, bebidas o tabaco;1979;Operativa;Aumentó;10;De 61 a 80%;Solo online;0;0;0;0;0;0;0;0;1;0;1;0;;0;De 61 a 80%;Solo trabajo remoto;Micro empresa
10037;LIMA;LIMA;EL AGUSTINO;1;Contador/a;;Fabricación de pinturas, barnices y productos de revestimiento similares, tintas de imprenta y masillas;1932;Parcialmente operativa;Disminuyó;20;De 21 a 40%;Solo a traves de delivery;1;1;1;1;0;0;0;0;1;0;0;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
10043;LIMA;LIMA;CHORRILLOS;1;Contador/a;;Actividades de seguridad privada;1985;Operativa;Disminuyó;19;De 61 a 80%;Solo de forma presencial;0;0;0;0;0;0;0;1;0;0;1;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
10049;LIMA;LIMA;LA VICTORIA;2;Contador/a;;Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica;1949;Operativa;Disminuyó;50;De 41 a 60%;Presencial y delivery;1;0;0;0;0;0;0;1;0;1;0;1;EXCESIVO TRAMITES PARA LA REINCORPORACIONN;0;De 61 a 80%;Solo trabajo remoto;Micro empresa
10059;LIMA;LIMA;SAN ISIDRO;2;Otro;ANALISTA TRIBUTARIO;Otras actividades especializadas de construcción;1967;Parcialmente operativa;Disminuyó;50;De 21 a 40%;Presencial y delivery;1;1;0;0;0;1;0;0;0;0;0;1;PARALIZACION DE OBRAS;0;De 21 a 40%;Trabajo mixto;Micro empresa
10075;LIMA;LIMA;LA VICTORIA;2;Otro;PLANEAMIENTO FINANCIERO;Venta al por mayor no especializada;1939;Operativa;Disminuyó;11;De 61 a 80%;Solo online;1;0;0;1;1;0;0;1;1;1;1;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
10092;LIMA;LIMA;LINCE;2;Otro;JEFE AREA CONTABLE;Venta al por mayor de productos textiles, prendas de vestir y calzado;1982;Parcialmente operativa;NO REALIO VENTAS;;Hasta 20%;;1;1;0;0;0;0;1;1;0;0;0;0;;0;Hasta 20%;Solo trabajo remoto;Micro empresa
10098;LIMA;LIMA;SAN ISIDRO;1;Administrador/a;;Fabricación de otros productos químicos n.c.p.;1962;Operativa;Disminuyó;20;De 41 a 60%;Solo online;1;1;1;0;0;1;1;1;1;1;1;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
10106;LIMA;LIMA;ATE;1;Otro;JEFE DE ADMINISTRACION;Elaboración de productos lácteos;1910;Operativa;Se mantiene;;De 81 a 100%;Solo de forma presencial;1;0;0;0;1;1;0;0;1;0;1;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
10129;LIMA;LIMA;SAN ISIDRO;2;Otro;ANALISTA DE CONTABILIDAD;Fabricación de jabones y detergentes, preparados para limpiar y pulir, perfumes y preparados de tocador;1981;Parcialmente operativa;Disminuyó;70;De 21 a 40%;Presencial y delivery;1;1;1;1;1;1;1;1;0;1;0;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
10132;LIMA;LIMA;INDEPENDENCIA;2;Contador/a;;Fundición de metales no ferrosos;1975;Parcialmente operativa;Disminuyó;59;De 41 a 60%;Solo online;0;1;1;0;0;0;0;0;0;0;1;0;;0;De 41 a 60%;Trabajo mixto;Micro empresa
10135;LIMA;LIMA;MIRAFLORES;2;Contador/a;;Actividades de operadores turísticos;1974;Parcialmente operativa;Disminuyó;100;Hasta 20%;Presencial y delivery;1;0;1;0;0;0;0;1;0;1;0;0;;0;Hasta 20%;Trabajo mixto;Micro empresa
10147;LIMA;LIMA;SANTIAGO DE SURCO;2;Contador/a;;Fabricación de otros productos químicos n.c.p.;1951;Operativa;Disminuyó;40;De 21 a 40%;Solo de forma presencial;1;1;1;1;1;1;1;1;1;1;1;0;;0;Hasta 20%;Trabajo mixto;Micro empresa
10150;LIMA;LIMA;ATE;2;Contador/a;;Elaboración de bebidas malteadas y de malta;1955;Parcialmente operativa;Disminuyó;39;De 61 a 80%;Solo online;1;1;1;1;1;1;1;1;1;1;1;0;;0;Hasta 20%;Trabajo mixto;Micro empresa
10152;LIMA;LIMA;LIMA;1;Contador/a;;Ensayos y análisis técnicos;1986;Parcialmente operativa;Disminuyó;30;De 21 a 40%;Presencial y delivery;1;0;0;0;0;0;0;0;0;0;0;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
10153;LIMA;LIMA;SAN ISIDRO;1;Contador/a;;Programación y transmisiones de televisión;1980;Operativa;Disminuyó;50;De 61 a 80%;Presencial y delivery;1;0;0;0;0;0;1;1;1;0;1;0;;0;De 41 a 60%;Trabajo mixto;Micro empresa
10155;LIMA;LIMA;SAN ISIDRO;1;Contador/a;;Otras actividades de servicios de apoyo a las empresas n.c.p.;1964;Parcialmente operativa;Disminuyó;70;De 21 a 40%;Presencial y delivery;0;1;0;0;0;1;0;0;0;1;0;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
10157;LIMA;LIMA;SAN ISIDRO;2;Otro;ANALISTA CONTABLE;Otras actividades de servicios de apoyo a las empresas n.c.p.;1967;Parcialmente operativa;Disminuyó;75;De 21 a 40%;Presencial y delivery;1;0;0;0;0;0;0;1;0;0;1;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
10205;LIMA;LIMA;SAN ISIDRO;2;Contador/a;;Venta de vehículos automotores;1967;Parcialmente operativa;Disminuyó;83;De 41 a 60%;Por otra modalidad;1;0;0;0;0;0;0;1;0;0;1;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
10223;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;2;Otro;JEFE DIVISION TRIBUTOS;Fabricación de cemento, cal y yeso;1967;Operativa;Disminuyó;68;De 21 a 40%;Solo de forma presencial;1;1;0;0;0;1;0;1;1;1;0;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
10230;LIMA;LIMA;SAN MIGUEL;1;Gerente/a general;;Venta al por mayor no especializada;1974;Parcialmente operativa;Disminuyó;78;De 21 a 40%;Solo online;1;1;0;0;0;0;1;1;1;0;1;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
10242;LIMA;LIMA;SANTIAGO DE SURCO;1;Otro;GERENTE DE IMPUESTOS;Actividades de seguridad privada;1981;Operativa;Disminuyó;20;De 41 a 60%;Presencial y delivery;0;0;0;0;0;0;0;0;1;0;0;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
10251;LIMA;LIMA;EL AGUSTINO;2;Contador/a;;Captación, tratamiento y distribución de agua;1981;Parcialmente operativa;Se mantiene;;De 21 a 40%;Por otra modalidad;0;0;0;0;0;0;1;0;1;0;1;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
10255;LIMA;LIMA;MIRAFLORES;2;Otro;CONTADOR FINANCIERO;Extracción de petróleo crudo;1985;Operativa;Disminuyó;53;De 61 a 80%;Solo de forma presencial;1;0;0;0;0;1;0;0;0;1;1;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
10259;LIMA;LIMA;SURQUILLO;2;Contador/a;;Elaboración y conservación de carne;1977;Operativa;Disminuyó;33;De 61 a 80%;Solo online;1;1;1;1;0;1;1;1;1;1;1;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
10268;LIMA;LIMA;JESUS MARIA;2;Contador/a;;Venta al por mayor de otros tipos de maquinaria y equipo;1957;Operativa;Se mantiene;;De 41 a 60%;Por otra modalidad;0;0;0;0;0;0;0;1;1;0;1;1;AUSENCIA DE PERSONAL OPERATIVO;0;De 21 a 40%;Trabajo mixto;Micro empresa
10273;LIMA;LIMA;JESUS MARIA;2;Contador/a;;Programación y transmisiones de televisión;1983;Operativa;Disminuyó;50;De 81 a 100%;Presencial y delivery;1;0;0;0;0;0;1;1;0;1;1;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
10274;LIMA;LIMA;LIMA;2;Otro;GERENTE DE ASUNTOS CORPORATIVOS Y DE GOBIERNO;Elaboración de otros productos alimenticios n.c.p.;1920;Operativa;Disminuyó;16;De 21 a 40%;Presencial y delivery;1;1;1;0;0;0;1;1;1;0;1;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
10296;LIMA;LIMA;SAN JUAN DE LURIGANCHO;1;Otro;TESORERIA;Fabricación de productos metálicos para uso estructural;1973;Parcialmente operativa;NO REALIO VENTAS;;De 21 a 40%;;1;1;0;1;0;0;1;1;0;0;1;0;;0;De 41 a 60%;Trabajo mixto;Pequeña empresa
10297;LIMA;LIMA;MIRAFLORES;1;Administrador/a;;Venta al por mayor de otros tipos de maquinaria y equipo;1983;Operativa;Disminuyó;9;De 61 a 80%;Por otra modalidad;1;0;0;0;0;0;0;1;1;0;0;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
10302;LIMA;LIMA;LURIN;2;Contador/a;;Fabricación de productos de plástico;1962;Operativa;Disminuyó;13;De 61 a 80%;Presencial y delivery;0;0;0;0;0;0;0;0;0;1;0;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
10304;LIMA;LIMA;SAN BORJA;1;Otro;ANALISTA CONTABLE;Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos;1946;Operativa;Disminuyó;40;De 41 a 60%;Por otra modalidad;1;1;0;0;0;0;0;0;1;0;0;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
10315;LIMA;LIMA;LOS OLIVOS;2;Otro;GERENTE FINANZAS;Fabricación de plaguicidas y otros productos químicos de uso agropecuario;1963;Operativa;Disminuyó;40;De 41 a 60%;Solo de forma presencial;1;1;0;1;0;0;0;0;1;0;0;0;;0;De 41 a 60%;Trabajo mixto;Micro empresa
10318;LIMA;LIMA;JESUS MARIA;1;Contador/a;;Almacenamiento y depósito;1989;Operativa;Se mantiene;;De 61 a 80%;Solo online;1;0;0;0;0;0;0;0;0;0;0;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
10432;LIMA;LIMA;LIMA;2;Contador/a;;Fabricación de sustancias químicas básicas;1993;Parcialmente operativa;Disminuyó;25;De 61 a 80%;Por otra modalidad;1;1;0;0;0;0;1;1;0;0;0;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
10505;LIMA;LIMA;ATE;2;Gerente/a general;;Fabricación de sustancias químicas básicas;1975;Operativa;Disminuyó;22;De 61 a 80%;Solo a traves de delivery;0;0;0;1;0;0;0;1;0;0;1;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
10525;LIMA;LIMA;ATE;1;Otro;ANALISTA CONTABLE;Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción;1989;Parcialmente operativa;Disminuyó;70;De 21 a 40%;Solo online;1;1;1;1;1;1;1;1;0;1;1;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
10545;LIMA;LIMA;MIRAFLORES;2;Contador/a;;Actividades de restaurantes y de servicio móvil de comidas;1988;Parcialmente operativa;Disminuyó;90;De 21 a 40%;Solo a traves de delivery;1;1;0;0;0;1;1;1;1;1;1;0;;0;De 21 a 40%;Trabajo mixto;Pequeña empresa
10585;CALLAO;CALLAO;BELLAVISTA;2;Contador/a;;Fabricación de productos de plástico;1985;Operativa;Disminuyó;60;De 21 a 40%;Solo a traves de delivery;1;1;0;0;0;1;1;1;0;0;0;0;;0;De 21 a 40%;Trabajo mixto;Pequeña empresa
10588;LIMA;LIMA;SAN MIGUEL;2;Otro;GERENTE FINANCIERO;Ensayos y análisis técnicos;1981;Parcialmente operativa;Disminuyó;60;De 41 a 60%;Solo de forma presencial;0;0;0;0;0;0;0;1;0;0;0;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
10592;LIMA;LIMA;MAGDALENA DEL MAR;2;Contador/a;;Construcción de edificios;1965;Inoperativa;Disminuyó;100;Hasta 20%;Presencial y delivery;0;1;0;0;0;0;1;1;0;0;1;0;;0;Hasta 20%;Solo trabajo remoto;Micro empresa
10595;LIMA;LIMA;SANTIAGO DE SURCO;2;Administrador/a;;Preparación del terreno;1973;Operativa;NO REALIO VENTAS;;Hasta 20%;;0;1;0;0;0;0;1;0;0;0;1;0;;0;De 21 a 40%;Solo trabajo remoto;Micro empresa
10661;LIMA;LIMA;SAN BORJA;2;Administrador/a;;Venta al por menor de otros productos nuevos en comercios especializados;1986;Parcialmente operativa;Disminuyó;80;De 21 a 40%;Solo online;1;0;0;0;0;0;0;1;0;0;0;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
10702;LIMA;LIMA;LIMA;2;Contador/a;;Actividades de restaurantes y de servicio móvil de comidas;1980;Inoperativa;NO REALIO VENTAS;;Hasta 20%;;1;1;0;0;0;0;0;0;0;0;0;0;;0;Hasta 20%;Solo trabajo remoto;Mediana empresa
10752;LIMA;LIMA;LIMA;1;Contador/a;;Fabricación de productos de plástico;1981;Operativa;Disminuyó;46;De 21 a 40%;Solo online;1;1;0;0;0;0;1;1;0;1;1;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
10804;LIMA;LIMA;ATE;1;Otro;ASISTENTE(A) CONTABLE;Impresión;1980;Operativa;Disminuyó;50;Hasta 20%;Solo online;1;1;1;1;1;0;0;0;1;0;1;0;;0;Hasta 20%;Solo trabajo remoto;Pequeña empresa
10813;CALLAO;CALLAO;CALLAO;2;Otro;ASISTENTE(A) CONTABLE;Recuperación de materiales;1988;Operativa;NO REALIO VENTAS;;Hasta 20%;;0;1;0;1;0;0;0;0;1;0;0;0;;0;De 41 a 60%;Trabajo mixto;Pequeña empresa
10824;LIMA;LIMA;ATE;1;Administrador/a;;Construcción de edificios;1965;Operativa;Disminuyó;50;De 21 a 40%;Solo online;1;0;0;0;0;0;0;1;0;0;0;0;;0;De 21 a 40%;Trabajo mixto;Mediana empresa
10898;LIMA;LIMA;SAN ISIDRO;1;Contador/a;;Transmisiones de radio;1980;Inoperativa;;;;;;;;;;;;;;;;;;;;;Gran empresa
10911;LIMA;LIMA;LA VICTORIA;1;Contador/a;;Transporte de carga por carretera;1990;Operativa;Disminuyó;47;De 61 a 80%;Solo de forma presencial;1;1;0;0;0;0;0;1;1;0;1;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
10923;LIMA;LIMA;SAN JUAN DE LURIGANCHO;1;Otro;ASISTENTE(A) CONTABLE;Otras actividades de transporte por vía terrestre;1990;Parcialmente operativa;Disminuyó;90;Hasta 20%;Solo de forma presencial;1;0;0;0;0;0;1;1;0;1;0;0;;0;Hasta 20%;Solo trabajo presencial;Mediana empresa
10960;LIMA;LIMA;CHORRILLOS;1;Contador/a;;Actividades de seguridad privada;1989;Operativa;Disminuyó;3;De 81 a 100%;Solo de forma presencial;1;0;0;0;0;0;0;1;1;0;0;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
10963;LIMA;LIMA;MAGDALENA DEL MAR;1;Otro;RESPONSABLE;Actividades de seguridad privada;1988;Operativa;Disminuyó;50;De 21 a 40%;Solo online;0;1;0;0;0;0;0;0;1;0;0;0;;0;De 41 a 60%;Trabajo mixto;Pequeña empresa
11006;LIMA;LIMA;SAN BORJA;1;Gerente/a general;;Elaboración y conservación de pescado, crustáceos y moluscos;2002;Operativa;Disminuyó;67;Hasta 20%;Por otra modalidad;0;0;1;1;1;1;0;1;1;0;1;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
11018;LIMA;LIMA;MIRAFLORES;1;Contador/a;;Actividades de restaurantes y de servicio móvil de comidas;1988;Parcialmente operativa;Disminuyó;90;De 21 a 40%;Solo a traves de delivery;1;1;0;0;0;0;0;0;1;0;0;0;;0;Hasta 20%;Solo trabajo presencial;Pequeña empresa
11048;LIMA;LIMA;SAN JUAN DE LURIGANCHO;1;Otro;APODERADO(A);Fabricación de prendas de vestir, excepto prendas de piel;1972;Parcialmente operativa;Disminuyó;35;De 41 a 60%;Presencial y delivery;1;1;0;0;0;1;0;1;0;0;1;0;;0;De 21 a 40%;Trabajo mixto;Pequeña empresa
11052;LIMA;LIMA;SANTIAGO DE SURCO;2;Administrador/a;;Fabricación de otros productos de porcelana y de cerámica;1993;Parcialmente operativa;Disminuyó;90;Hasta 20%;Solo de forma presencial;1;1;1;1;1;1;1;1;1;1;1;0;;0;Hasta 20%;Trabajo mixto;Micro empresa
11056;LIMA;LIMA;ATE;2;Propietario/a;;Construcción de edificios;1989;Parcialmente operativa;NO REALIO VENTAS;;De 21 a 40%;;0;1;0;0;0;0;0;0;0;0;1;0;;0;Hasta 20%;Solo trabajo remoto;Micro empresa
11066;LIMA;LIMA;SURQUILLO;1;Contador/a;;Otras actividades de atención de la salud humana;1992;Operativa;Disminuyó;10;De 41 a 60%;Presencial y delivery;1;0;0;0;0;0;1;1;0;0;0;0;;0;De 61 a 80%;Solo trabajo remoto;Micro empresa
11068;LIMA;LIMA;SAN ISIDRO;1;Otro;ASISTENTE(A) CONTABLE;Actividades inmobiliarias realizadas con bienes propios o arrendados;1986;Operativa;Se mantiene;;De 41 a 60%;Presencial y delivery;1;0;0;0;0;0;0;1;1;0;0;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
11072;LIMA;LIMA;MIRAFLORES;2;Administrador/a;;Actividades de servicios relacionadas con la impresión;1991;Operativa;Disminuyó;84;De 21 a 40%;Solo online;1;0;0;0;0;0;0;1;0;0;0;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
11101;LIMA;LIMA;SANTIAGO DE SURCO;1;Otro;ANALISTA;Actividades de restaurantes y de servicio móvil de comidas;1993;Parcialmente operativa;Disminuyó;88;De 21 a 40%;Solo a traves de delivery;1;1;0;0;0;0;1;0;0;0;1;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
11123;CALLAO;CALLAO;CALLAO;2;Otro;DIRECTOR(A);"Forja, prensado, estampado y laminado de metales; pulvimetalurgia";1992;Parcialmente operativa;Disminuyó;50;Hasta 20%;Presencial y delivery;1;0;0;0;0;0;0;0;0;0;1;0;;0;De 41 a 60%;Trabajo mixto;Mediana empresa
11144;LIMA;LIMA;SANTIAGO DE SURCO;1;Otro;SUB GERENTE DE RECURSO HUMANOS;Actividades de seguridad privada;1986;Operativa;Disminuyó;20;De 81 a 100%;Presencial y delivery;1;0;0;0;0;0;1;1;1;1;1;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
11169;LIMA;LIMA;SAN MARTIN DE PORRES;2;Gerente/a general;;Fabricación de otros productos elaborados de metal n.c.p.;1980;Parcialmente operativa;NO REALIO VENTAS;;Hasta 20%;;1;1;0;0;0;1;1;1;0;1;1;0;;0;Hasta 20%;Solo trabajo remoto;Pequeña empresa
11173;LIMA;LIMA;SAN MARTIN DE PORRES;2;Contador/a;;Actividades de restaurantes y de servicio móvil de comidas;1998;Parcialmente operativa;Disminuyó;30;Hasta 20%;Solo a traves de delivery;1;0;0;0;0;0;0;0;0;0;0;0;;0;De 21 a 40%;Solo trabajo remoto;Mediana empresa
11253;LIMA;LIMA;LIMA;1;Otro;ASISTENTE(A) CONTABLE;Fabricación de productos metálicos para uso estructural;1984;Parcialmente operativa;Disminuyó;50;Hasta 20%;Solo a traves de delivery;1;0;1;0;0;0;1;1;0;0;0;0;;0;De 21 a 40%;Trabajo mixto;Mediana empresa
11261;LIMA;LIMA;SAN LUIS;1;Otro;ASISTENTE(A) ADMINISTRATIVO;Mantenimiento y reparación de vehículos automotores;1986;Parcialmente operativa;Disminuyó;60;De 21 a 40%;Solo de forma presencial;1;0;0;0;0;0;1;1;0;1;1;0;;0;De 21 a 40%;Trabajo mixto;Mediana empresa
11331;LIMA;LIMA;LIMA;2;Otro;JEFE DE CONTABILIDAD;Almacenamiento y depósito;1991;Operativa;Disminuyó;63;De 81 a 100%;Por otra modalidad;0;0;0;0;0;0;0;0;1;0;0;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
11332;LIMA;LIMA;SAN MIGUEL;2;Propietario/a;;Impresión;1990;Operativa;Disminuyó;21;De 41 a 60%;Solo a traves de delivery;0;0;0;0;0;0;0;0;1;0;0;0;;0;De 41 a 60%;Trabajo mixto;Pequeña empresa
11344;CALLAO;CALLAO;CALLAO;2;Contador/a;;Actividades postales;1994;Inoperativa;NO REALIO VENTAS;;Hasta 20%;;1;1;0;0;0;0;1;1;0;0;0;0;;0;Hasta 20%;Trabajo mixto;Pequeña empresa
11355;LIMA;LIMA;LIMA;1;Otro;ASISTENTE(A) CONTABLE;Fabricación de otros tipos de maquinaria de uso especial;1993;Parcialmente operativa;Disminuyó;50;De 41 a 60%;Solo a traves de delivery;1;0;0;0;0;0;1;0;0;0;0;0;;0;Hasta 20%;Trabajo mixto;Micro empresa
